,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
2399,467216,Female,No,30,Yes,Entertainment,0,Low,1,Cat_6
2400,467217,Female,Yes,79,Yes,Lawyer,2,High,2,Cat_6
2401,467218,Female,No,27,Yes,Artist,8,Low,1,Cat_6
2402,467223,Female,Yes,53,Yes,Engineer,0,Average,4,Cat_6
2403,467227,Female,No,43,Yes,Artist,14,Low,1,Cat_4
2404,467230,Male,No,19,No,Healthcare,1,Low,4,Cat_6
2405,467232,Male,No,26,No,Entertainment,1,Low,2,Cat_6
2406,467233,Female,No,67,No,Artist,1,Low,2,Cat_6
2407,467235,Female,No,32,Yes,Artist,1,Low,2,Cat_5
2408,467238,Female,No,26,No,Doctor,7,Low,4,Cat_6
2409,467239,Female,No,29,No,Engineer,0,Low,3,Cat_6
2410,467241,Female,No,33,Yes,Artist,9,Low,1,Cat_6
2411,467242,Male,No,22,No,Doctor,0,Low,3,Cat_6
2412,467247,Female,No,27,No,Engineer,0,Low,2,Cat_6
2413,467256,Male,No,30,No,Healthcare,1,Low,4,Cat_2
2414,467260,Male,No,25,No,Doctor,8,Low,4,Cat_6
2415,467263,Female,No,32,No,Marketing,2,Low,1,Cat_4
2416,467268,Male,Yes,85,Yes,Lawyer,2,Low,1,Cat_6
2417,467275,Male,No,29,Yes,Healthcare,2,Low,2,Cat_6
2418,467281,Male,Yes,56,Yes,Lawyer,0,Low,4,Cat_6
2419,467283,Male,Yes,52,Yes,Artist,0,Average,3,Cat_2
2420,467288,Female,No,25,No,Healthcare,2,Low,5,Cat_6
2421,467296,Female,Yes,65,Yes,Artist,2,Average,2,Cat_3
2422,467300,Female,Yes,49,Yes,Artist,1,Low,1,Cat_6
2423,467301,Female,Yes,73,No,Lawyer,1,Low,2,Cat_6
2424,467303,Male,Yes,36,Yes,Doctor,2,Average,2,Cat_6
2425,467309,Female,No,36,Yes,Engineer,4,Low,1,Cat_7
2426,467311,Male,Yes,71,Yes,Lawyer,1,High,3,Cat_6
2427,467312,Female,Yes,55,Yes,Artist,0,Low,2,Cat_6
2428,467313,Male,Yes,35,Yes,Entertainment,1,Average,2,Cat_6
2429,467314,Male,Yes,41,No,Artist,0,Average,2,Cat_6
2430,467317,Male,No,42,Yes,Artist,1,Low,1,Cat_2
2431,467318,Male,Yes,35,Yes,Doctor,2,Low,2,Cat_6
2432,467322,Female,Yes,48,Yes,Artist,1,Average,2,Cat_1
2433,467325,Female,Yes,73,Yes,Lawyer,1,High,2,Cat_6
2434,467329,Female,No,40,Yes,Doctor,1,Low,1,Cat_6
2435,467338,Female,No,29,Yes,Healthcare,3,Low,6,Cat_6
2436,467339,Male,Maybe,62,Yes,Artist,1,Average,3,Cat_6
2437,467344,Male,Yes,89,Yes,Lawyer,0,Low,2,Cat_6
2438,467345,Male,Yes,86,Yes,Lawyer,0,Low,1,Cat_6
2439,467346,Male,Yes,38,Yes,Artist,0,Average,3,Cat_6
2440,467352,Male,Yes,45,Yes,Executive,0,High,4,Cat_6
2441,467355,Male,No,26,No,Healthcare,0,Low,4,Cat_6
2442,467357,Male,Yes,55,Yes,No_Information,1,Low,2,Cat_6
2443,467358,Female,Yes,52,Yes,Artist,1,Average,5,Cat_6
2444,467359,Male,Yes,43,Yes,Artist,5,Average,2,Cat_6
2445,467365,Male,No,35,Yes,Artist,1,Low,1,Cat_6
2446,467367,Male,Yes,73,Yes,Lawyer,1,Low,2,Cat_6
2447,467369,Male,No,41,Yes,Artist,4,Low,3,Cat_6
2448,467373,Male,No,27,Yes,Healthcare,2,Low,1,Cat_6
2449,467375,Male,Yes,35,Yes,Entertainment,6,Low,3,Cat_6
2450,467378,Female,Yes,63,Yes,Artist,0,Average,2,Cat_6
2451,467384,Male,No,41,Yes,No_Information,2,Low,1,Cat_6
2452,467385,Male,No,53,No,Artist,1,Low,2,Cat_4
2453,467389,Male,No,42,No,Engineer,0,Low,2,Cat_6
2454,467393,Female,Yes,46,Yes,Artist,0,Average,4,Cat_6
2455,467398,Male,Yes,38,No,Entertainment,0,Low,2,Cat_6
2456,467399,Male,Yes,25,Yes,Doctor,1,Low,3,Cat_6
2457,467403,Female,Yes,40,Yes,Artist,7,Average,3,Cat_4
2458,467410,Female,Yes,55,Yes,Lawyer,1,Low,2,Cat_6
2459,467415,Female,No,29,Yes,Healthcare,0,Low,1,Cat_6
2460,467419,Female,Yes,39,Yes,Artist,2,Low,1,Cat_6
2461,467421,Male,Yes,50,No,Doctor,1,Average,3,Cat_6
2462,467422,Female,Yes,61,Yes,Artist,1,Average,2,Cat_6
2463,467423,Male,Yes,56,Yes,Artist,0,Low,1,Cat_6
2464,467434,Male,No,40,Yes,Entertainment,1,Low,3,Cat_1
2465,467437,Female,Yes,86,Yes,Lawyer,0,High,2,Cat_6
2466,467438,Male,No,27,No,Entertainment,5,Low,3,Cat_6
2467,467441,Male,No,35,Yes,Artist,2,Low,1,Cat_6
2468,467442,Male,Yes,56,Yes,Artist,2,Average,2,Cat_6
2469,467444,Female,Yes,36,Yes,Artist,2,Low,2,Cat_6
2470,467445,Male,Yes,32,No,Doctor,9,Low,2,Cat_2
2471,467449,Female,Yes,85,Yes,Lawyer,1,Low,2,Cat_6
2472,467451,Female,Yes,51,Yes,Artist,0,Low,1,Cat_1
2473,467455,Female,No,41,Yes,Artist,8,Low,2,Cat_6
2474,467456,Male,Yes,42,No,Executive,5,High,4,Cat_6
2475,467457,Female,No,30,Yes,Marketing,0,Low,6,Cat_6
2476,467459,Male,Yes,42,Yes,Executive,2,High,5,Cat_6
2477,467463,Female,Yes,42,Yes,Artist,9,Average,3,Cat_6
2478,467468,Female,No,25,No,Healthcare,2,Low,5,Cat_7
2479,467472,Male,Yes,60,Yes,Executive,4,High,4,Cat_6
2480,467474,Male,No,18,No,Healthcare,2,Low,5,Cat_6
2481,467479,Male,Yes,36,Yes,Executive,0,Average,4,Cat_6
2482,467481,Male,Yes,49,Yes,Artist,0,Average,2,Cat_6
2483,467482,Male,Yes,42,Yes,Executive,1,High,3,Cat_6
2484,467487,Male,Yes,42,No,Artist,1,Average,5,Cat_4
2485,467488,Female,Yes,39,Yes,Entertainment,2,Average,2,Cat_2
2486,467492,Female,Yes,62,Yes,Doctor,1,Low,2,Cat_7
2487,467493,Male,Yes,47,Yes,Executive,0,High,4,
2488,467499,Male,Yes,39,Yes,Artist,2,Low,3,Cat_6
2489,467500,Female,Yes,25,Yes,Artist,3,High,2,Cat_6
2490,467503,Female,No,27,Yes,Artist,1,Low,4,Cat_6
2491,467504,Female,Maybe,31,No,Doctor,0,Low,4,Cat_6
2492,467505,Male,Yes,36,Yes,Artist,0,Low,4,Cat_6
2493,467510,Male,Yes,51,Yes,Entertainment,3,Low,3,Cat_6
2494,467511,Male,Yes,63,Yes,Entertainment,2,Low,1,Cat_6
2495,467514,Male,No,40,Yes,Artist,2,Low,4,Cat_6
2496,467518,Male,No,22,No,Doctor,1,Low,2,Cat_6
2497,467532,Male,Yes,52,Yes,Artist,9,Low,1,Cat_6
2498,467533,Male,Yes,89,Yes,Lawyer,4,Low,1,Cat_6
2499,467537,Female,Yes,65,No,Lawyer,2,High,3,Cat_6
2500,467539,Male,Yes,48,Yes,Artist,2,Average,4,Cat_7
2501,467540,Male,Yes,48,Yes,Healthcare,1,Average,4,Cat_6
2502,467542,Male,No,31,Yes,Healthcare,8,Low,1,Cat_6
2503,467557,Female,Yes,62,Yes,Artist,2,Average,2,Cat_6
2504,467559,Male,Yes,58,Yes,Executive,0,Average,4,Cat_6
2505,467565,Male,Yes,60,Yes,Artist,0,Low,3,Cat_6
2506,467569,Male,No,19,No,Healthcare,2,Low,4,Cat_6
2507,467570,Male,No,18,No,Healthcare,14,Low,2,Cat_6
2508,467576,Male,Yes,48,Yes,Doctor,1,Average,3,Cat_6
2509,467579,Male,No,35,Yes,Doctor,5,Low,1,Cat_6
2510,467580,Male,No,27,Yes,Doctor,2,Low,3,Cat_6
2511,467588,Male,Yes,60,Yes,Artist,0,Average,4,Cat_6
2512,467589,Male,No,32,No,Entertainment,0,Low,1,Cat_6
2513,467592,Male,Yes,40,Yes,Entertainment,7,Low,2,Cat_6
2514,467595,Female,No,25,Yes,Healthcare,0,Low,1,Cat_6
2515,467596,Male,Yes,42,No,Artist,1,Low,5,Cat_3
2516,467604,Male,No,26,No,Healthcare,8,Low,8,Cat_4
2517,467608,Male,No,27,Yes,Engineer,6,Low,1,Cat_6
2518,467609,Male,No,42,No,Artist,2,Low,4,Cat_6
2519,467610,Female,Yes,77,Yes,Lawyer,4,Low,1,Cat_6
2520,467612,Male,Yes,70,Yes,Executive,0,Low,2,Cat_7
2521,467614,Male,Yes,36,No,Artist,4,Average,2,Cat_6
2522,467620,Male,Yes,57,Yes,Lawyer,6,Low,3,Cat_6
2523,467621,Male,Yes,76,Yes,Lawyer,1,Low,1,Cat_6
2524,467623,Male,Yes,77,Yes,Retired,0,High,2,Cat_6
2525,467629,Male,Yes,52,Yes,Artist,1,Low,1,Cat_6
2526,467635,Female,No,35,Yes,Artist,9,Low,1,Cat_6
2527,467641,Male,Yes,43,Yes,Doctor,9,Average,2,Cat_6
2528,467643,Male,No,43,Yes,Artist,14,Low,1,Cat_3
2529,467654,Female,Yes,62,Yes,Artist,2,High,4,Cat_6
2530,467657,Male,No,21,No,Healthcare,0,Low,4,Cat_3
2531,467658,Male,No,23,No,Healthcare,0,Low,4,Cat_3
2532,467659,Male,Yes,65,Yes,Entertainment,0,Average,2,Cat_6
2533,467664,Male,Yes,35,Yes,Executive,4,High,4,Cat_6
2534,467666,Male,Yes,48,Yes,Executive,4,High,3,Cat_6
2535,467667,Male,Yes,33,No,Doctor,9,Low,2,Cat_6
2536,467669,Male,Yes,82,No,Lawyer,1,High,2,Cat_6
2537,467673,Male,Yes,45,No,Executive,1,High,4,Cat_6
2538,467678,Male,No,56,No,Marketing,1,Low,2,Cat_6
2539,467679,Female,Yes,49,Yes,Artist,2,Average,4,Cat_2
2540,467683,Male,Yes,30,Yes,Healthcare,8,High,3,Cat_2
2541,467684,Male,No,37,Yes,Healthcare,8,Low,3,Cat_2
2542,467685,Male,Yes,51,No,Marketing,0,High,6,Cat_4
2543,467693,Male,Yes,59,Yes,Entertainment,5,High,5,Cat_6
2544,467694,Male,Yes,56,Yes,Executive,0,High,2,Cat_6
2545,467699,Female,Yes,29,Yes,Doctor,0,Average,2,Cat_4
2546,467705,Male,Yes,31,Yes,Artist,2,Low,2,Cat_6
2547,467706,Female,Yes,35,Yes,Artist,2,Average,4,Cat_6
2548,467707,Male,Yes,89,Yes,Lawyer,7,High,2,Cat_6
2549,467710,Female,No,38,Yes,Artist,9,Low,4,Cat_6
2550,467715,Male,Yes,45,Yes,Executive,4,High,3,Cat_6
2551,467721,Male,No,37,Yes,Entertainment,0,Low,1,Cat_4
2552,467723,Male,Yes,74,No,Executive,1,Low,7,Cat_6
2553,467726,Male,Yes,82,Yes,Lawyer,0,High,2,Cat_6
2554,467727,Male,Yes,53,Yes,Artist,7,High,4,Cat_3
2555,467728,Female,Yes,43,No,Engineer,0,High,5,Cat_6
2556,467729,Male,Yes,62,Yes,Entertainment,2,Average,6,Cat_6
2557,467733,Male,Yes,56,No,Executive,8,High,3,Cat_6
2558,467734,Male,Yes,88,Yes,Lawyer,3,High,2,Cat_6
2559,467735,Male,No,28,Yes,Doctor,0,Low,2,Cat_6
2560,467737,Female,Yes,51,Yes,Entertainment,5,Average,2,Cat_6
2561,467739,Female,Yes,60,No,Artist,0,Average,4,Cat_6
2562,467740,Male,No,19,No,Healthcare,0,Low,3,Cat_6
2563,467741,Male,No,23,No,Healthcare,1,Low,3,Cat_4
2564,467749,Male,No,20,No,Healthcare,0,Low,9,Cat_7
2565,467763,Female,No,50,Yes,Artist,1,Low,1,Cat_2
2566,467767,Female,No,21,No,Marketing,4,Low,4,Cat_6
2567,467768,Male,Yes,62,Yes,Doctor,0,Average,2,Cat_6
2568,467769,Female,No,36,Yes,Doctor,1,Low,1,Cat_3
2569,467772,Female,No,31,No,Marketing,0,Low,2,Cat_6
2570,467779,Male,Yes,52,Yes,Doctor,4,Average,3,Cat_6
2571,467789,Male,No,20,No,Healthcare,1,Low,5,Cat_6
2572,467798,Female,No,23,No,Student,0,Low,2,Cat_6
2573,467802,Female,Yes,48,Yes,Artist,1,High,5,Cat_6
2574,467803,Female,Yes,40,Yes,Entertainment,6,Average,2,Cat_6
2575,467806,Male,Yes,55,Yes,Artist,1,High,2,Cat_6
2576,467808,Female,Yes,62,Yes,Artist,1,Average,2,Cat_6
2577,467812,Male,No,48,Yes,Artist,0,Low,1,Cat_2
2578,467813,Male,Yes,36,Yes,Entertainment,1,Low,2,Cat_4
2579,467815,Female,Yes,73,Yes,Artist,0,Low,2,Cat_6
2580,467825,Female,No,23,No,Marketing,0,Low,8,Cat_6
2581,467828,Female,Yes,25,Yes,Artist,0,Average,2,Cat_2
2582,467838,Male,Yes,60,Yes,Artist,0,Average,2,Cat_6
2583,467848,Male,No,37,Yes,Artist,14,Low,1,Cat_6
2584,467849,Female,Yes,39,Yes,Doctor,0,Low,1,Cat_2
2585,467852,Female,No,39,Yes,Artist,12,Low,1,Cat_6
2586,467856,Male,Yes,58,Yes,Artist,0,Low,2,Cat_6
2587,467860,Female,No,33,Yes,Entertainment,0,Low,1,Cat_7
2588,467861,Female,No,29,No,Artist,2,Low,4,Cat_4
2589,467864,Female,Yes,66,Yes,Lawyer,1,High,2,Cat_6
2590,467865,Female,No,40,Yes,Artist,2,Low,1,Cat_4
2591,467868,Female,Yes,66,Yes,Entertainment,0,High,2,Cat_6
2592,467876,Female,Yes,50,Yes,Artist,9,High,2,Cat_6
2593,467879,Female,Yes,51,Yes,Artist,2,High,4,Cat_6
2594,467880,Female,Yes,50,Yes,Artist,0,Average,2,Cat_6
2595,467882,Female,No,39,Yes,Artist,1,Low,1,Cat_6
2596,467883,Female,Yes,46,Yes,Artist,0,Average,2,Cat_6
2597,467888,Male,No,29,No,Doctor,0,Low,4,Cat_6
2598,467891,Female,No,29,Yes,Doctor,0,Low,5,Cat_6
2599,467892,Male,No,23,No,Doctor,1,Low,5,Cat_6
2600,467894,Male,Yes,57,Yes,Artist,1,Average,2,Cat_6
2601,467895,Female,No,31,Yes,Healthcare,1,Low,4,Cat_6
2602,467898,Female,Yes,69,Yes,Artist,1,Low,1,Cat_6
2603,467901,Female,No,28,Yes,Entertainment,0,Low,4,Cat_6
2604,467904,Female,No,31,Yes,Artist,14,Low,1,Cat_6
2605,467905,Male,Yes,37,Yes,Executive,0,High,3,Cat_6
2606,467911,Male,Yes,58,Yes,Healthcare,0,Low,4,Cat_6
2607,467913,Male,Yes,48,Yes,Artist,3,Low,1,Cat_6
2608,467915,Female,No,18,No,Doctor,1,Low,4,Cat_6
2609,467917,Female,No,27,Yes,Healthcare,2,Low,4,Cat_1
2610,467927,Male,No,30,Yes,Doctor,8,Low,6,Cat_2
2611,467929,Female,Yes,36,Yes,Artist,1,Average,2,Cat_6
2612,467930,Male,Yes,45,Yes,Entertainment,4,Average,2,Cat_6
2613,467932,Female,No,26,No,Healthcare,1,Low,4,Cat_6
2614,467933,Female,No,23,No,Healthcare,0,Low,3,Cat_6
2615,467934,Female,No,42,Yes,Artist,0,Low,1,Cat_6
2616,467938,Male,Yes,46,Yes,Entertainment,5,Low,1,Cat_2
2617,467940,Female,No,27,No,Marketing,8,Low,4,Cat_2
2618,467946,Female,Yes,42,Yes,Artist,0,Low,2,Cat_6
2619,467948,Female,No,19,No,Healthcare,0,Low,3,Cat_6
2620,467949,Male,No,21,No,Healthcare,1,Low,4,Cat_4
2621,467950,Female,No,35,Yes,Entertainment,1,Low,2,Cat_6
2622,467954,Male,No,29,No,Healthcare,9,Low,4,Cat_6
2623,467958,Female,No,35,Yes,Doctor,1,Low,1,Cat_6
2624,467960,Female,No,53,Yes,Entertainment,2,Low,2,Cat_6
2625,467961,Male,Yes,47,Yes,Executive,1,High,5,Cat_4
2626,467968,Female,No,43,Yes,Healthcare,9,Low,3,Cat_7
